obs,icd10,icd10_label,valid_fy,valid_fy,mce_age_condition,mce_sex_condition,mce_age_condition,mce_sex_condition,mce_age_condition,mce_sex_condition,cc_age_split,cc_sex_split,cc,second_cc,third_cc,footnote
6706,O329XX5,"Maternal care for malpresentation of fetus, unspecified, fetus 5",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6707,O329XX9,"Maternal care for malpresentation of fetus, unspecified, other fetus",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6708,O330,Maternal care for disproportion due to deformity of maternal pelvic bones,Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6709,O331,Maternal care for disproportion due to generally contracted pelvis,Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6710,O332,Maternal care for disproportion due to inlet contraction of pelvis,Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6711,O333XX0,"Maternal care for disproportion due to outlet contraction of pelvis, not applicable or unspecified",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6712,O333XX1,"Maternal care for disproportion due to outlet contraction of pelvis, fetus 1",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6713,O333XX2,"Maternal care for disproportion due to outlet contraction of pelvis, fetus 2",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6714,O333XX3,"Maternal care for disproportion due to outlet contraction of pelvis, fetus 3",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6715,O333XX4,"Maternal care for disproportion due to outlet contraction of pelvis, fetus 4",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6716,O333XX5,"Maternal care for disproportion due to outlet contraction of pelvis, fetus 5",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6717,O333XX9,"Maternal care for disproportion due to outlet contraction of pelvis, other fetus",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6718,O334XX0,"Maternal care for disproportion of mixed maternal and fetal origin, not applicable or unspecified",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6719,O334XX1,"Maternal care for disproportion of mixed maternal and fetal origin, fetus 1",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6720,O334XX2,"Maternal care for disproportion of mixed maternal and fetal origin, fetus 2",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6721,O334XX3,"Maternal care for disproportion of mixed maternal and fetal origin, fetus 3",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6722,O334XX4,"Maternal care for disproportion of mixed maternal and fetal origin, fetus 4",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6723,O334XX5,"Maternal care for disproportion of mixed maternal and fetal origin, fetus 5",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6724,O334XX9,"Maternal care for disproportion of mixed maternal and fetal origin, other fetus",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6725,O335XX0,"Maternal care for disproportion due to unusually large fetus, not applicable or unspecified",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6726,O335XX1,"Maternal care for disproportion due to unusually large fetus, fetus 1",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6727,O335XX2,"Maternal care for disproportion due to unusually large fetus, fetus 2",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6728,O335XX3,"Maternal care for disproportion due to unusually large fetus, fetus 3",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6729,O335XX4,"Maternal care for disproportion due to unusually large fetus, fetus 4",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6730,O335XX5,"Maternal care for disproportion due to unusually large fetus, fetus 5",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6731,O335XX9,"Maternal care for disproportion due to unusually large fetus, other fetus",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6732,O336XX0,"Maternal care for disproportion due to hydrocephalic fetus, not applicable or unspecified",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6733,O336XX1,"Maternal care for disproportion due to hydrocephalic fetus, fetus 1",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6734,O336XX2,"Maternal care for disproportion due to hydrocephalic fetus, fetus 2",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6735,O336XX3,"Maternal care for disproportion due to hydrocephalic fetus, fetus 3",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6736,O336XX4,"Maternal care for disproportion due to hydrocephalic fetus, fetus 4",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6737,O336XX5,"Maternal care for disproportion due to hydrocephalic fetus, fetus 5",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6738,O336XX9,"Maternal care for disproportion due to hydrocephalic fetus, other fetus",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6739,O337XX0,"Maternal care for disproportion due to other fetal deformities, not applicable or unspecified",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6740,O337XX1,"Maternal care for disproportion due to other fetal deformities, fetus 1",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6741,O337XX2,"Maternal care for disproportion due to other fetal deformities, fetus 2",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6742,O337XX3,"Maternal care for disproportion due to other fetal deformities, fetus 3",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6743,O337XX4,"Maternal care for disproportion due to other fetal deformities, fetus 4",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6744,O337XX5,"Maternal care for disproportion due to other fetal deformities, fetus 5",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6745,O337XX9,"Maternal care for disproportion due to other fetal deformities, other fetus",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6746,O338,Maternal care for disproportion of other origin,Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6747,O339,"Maternal care for disproportion, unspecified",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6748,O3400,"Maternal care for unspecified congenital malformation of uterus, unspecified trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6749,O3401,"Maternal care for unspecified congenital malformation of uterus, first trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6750,O3402,"Maternal care for unspecified congenital malformation of uterus, second trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6751,O3403,"Maternal care for unspecified congenital malformation of uterus, third trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6752,O3410,"Maternal care for benign tumor of corpus uteri, unspecified trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6753,O3411,"Maternal care for benign tumor of corpus uteri, first trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6754,O3412,"Maternal care for benign tumor of corpus uteri, second trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6755,O3413,"Maternal care for benign tumor of corpus uteri, third trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6756,O34211,Maternal care for low transverse scar from previous cesarean delivery,Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6757,O34212,Maternal care for vertical scar from previous cesarean delivery,Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6758,O34218,Maternal care for other type scar from previous cesarean delivery,Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6759,O34219,Maternal care for unspecified type scar from previous cesarean delivery,Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6760,O3422,Maternal care for cesarean scar defect (isthmocele),Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6761,O3429,Maternal care due to uterine scar from other previous surgery,Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6762,O3430,"Maternal care for cervical incompetence, unspecified trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6763,O3431,"Maternal care for cervical incompetence, first trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6764,O3432,"Maternal care for cervical incompetence, second trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6765,O3433,"Maternal care for cervical incompetence, third trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6766,O3440,"Maternal care for other abnormalities of cervix, unspecified trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6767,O3441,"Maternal care for other abnormalities of cervix, first trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6768,O3442,"Maternal care for other abnormalities of cervix, second trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6769,O3443,"Maternal care for other abnormalities of cervix, third trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6770,O34511,"Maternal care for incarceration of gravid uterus, first trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6771,O34512,"Maternal care for incarceration of gravid uterus, second trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6772,O34513,"Maternal care for incarceration of gravid uterus, third trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6773,O34519,"Maternal care for incarceration of gravid uterus, unspecified trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6774,O34521,"Maternal care for prolapse of gravid uterus, first trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6775,O34522,"Maternal care for prolapse of gravid uterus, second trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6776,O34523,"Maternal care for prolapse of gravid uterus, third trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6777,O34529,"Maternal care for prolapse of gravid uterus, unspecified trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6778,O34531,"Maternal care for retroversion of gravid uterus, first trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6779,O34532,"Maternal care for retroversion of gravid uterus, second trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6780,O34533,"Maternal care for retroversion of gravid uterus, third trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6781,O34539,"Maternal care for retroversion of gravid uterus, unspecified trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6782,O34591,"Maternal care for other abnormalities of gravid uterus, first trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6783,O34592,"Maternal care for other abnormalities of gravid uterus, second trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6784,O34593,"Maternal care for other abnormalities of gravid uterus, third trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6785,O34599,"Maternal care for other abnormalities of gravid uterus, unspecified trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6786,O3460,"Maternal care for abnormality of vagina, unspecified trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6787,O3461,"Maternal care for abnormality of vagina, first trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6788,O3462,"Maternal care for abnormality of vagina, second trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6789,O3463,"Maternal care for abnormality of vagina, third trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6790,O3470,"Maternal care for abnormality of vulva and perineum, unspecified trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6791,O3471,"Maternal care for abnormality of vulva and perineum, first trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6792,O3472,"Maternal care for abnormality of vulva and perineum, second trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6793,O3473,"Maternal care for abnormality of vulva and perineum, third trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6794,O3480,"Maternal care for other abnormalities of pelvic organs, unspecified trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6795,O3481,"Maternal care for other abnormalities of pelvic organs, first trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6796,O3482,"Maternal care for other abnormalities of pelvic organs, second trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6797,O3483,"Maternal care for other abnormalities of pelvic organs, third trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6798,O3490,"Maternal care for abnormality of pelvic organ, unspecified, unspecified trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6799,O3491,"Maternal care for abnormality of pelvic organ, unspecified, first trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6800,O3492,"Maternal care for abnormality of pelvic organ, unspecified, second trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6801,O3493,"Maternal care for abnormality of pelvic organ, unspecified, third trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6802,O3500X0,"Maternal care for (suspected) central nervous system malformation or damage in fetus, unspecified, not applicable or unspecified",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6803,O3500X1,"Maternal care for (suspected) central nervous system malformation or damage in fetus, unspecified, fetus 1",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6804,O3500X2,"Maternal care for (suspected) central nervous system malformation or damage in fetus, unspecified, fetus 2",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6805,O3500X3,"Maternal care for (suspected) central nervous system malformation or damage in fetus, unspecified, fetus 3",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6806,O3500X4,"Maternal care for (suspected) central nervous system malformation or damage in fetus, unspecified, fetus 4",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6807,O3500X5,"Maternal care for (suspected) central nervous system malformation or damage in fetus, unspecified, fetus 5",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6808,O3500X9,"Maternal care for (suspected) central nervous system malformation or damage in fetus, unspecified, other fetus",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6809,O3501X0,"Maternal care for (suspected) central nervous system malformation or damage in fetus, agenesis of the corpus callosum, not applicable or unspecified",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6810,O3501X1,"Maternal care for (suspected) central nervous system malformation or damage in fetus, agenesis of the corpus callosum, fetus 1",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6811,O3501X2,"Maternal care for (suspected) central nervous system malformation or damage in fetus, agenesis of the corpus callosum, fetus 2",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6812,O3501X3,"Maternal care for (suspected) central nervous system malformation or damage in fetus, agenesis of the corpus callosum, fetus 3",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6813,O3501X4,"Maternal care for (suspected) central nervous system malformation or damage in fetus, agenesis of the corpus callosum, fetus 4",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6814,O3501X5,"Maternal care for (suspected) central nervous system malformation or damage in fetus, agenesis of the corpus callosum, fetus 5",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6815,O3501X9,"Maternal care for (suspected) central nervous system malformation or damage in fetus, agenesis of the corpus callosum, other fetus",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6816,O3502X0,"Maternal care for (suspected) central nervous system malformation or damage in fetus, anencephaly, not applicable or unspecified",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6817,O3502X1,"Maternal care for (suspected) central nervous system malformation or damage in fetus, anencephaly, fetus 1",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6818,O3502X2,"Maternal care for (suspected) central nervous system malformation or damage in fetus, anencephaly, fetus 2",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6819,O3502X3,"Maternal care for (suspected) central nervous system malformation or damage in fetus, anencephaly, fetus 3",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6820,O3502X4,"Maternal care for (suspected) central nervous system malformation or damage in fetus, anencephaly, fetus 4",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6821,O3502X5,"Maternal care for (suspected) central nervous system malformation or damage in fetus, anencephaly, fetus 5",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6822,O3502X9,"Maternal care for (suspected) central nervous system malformation or damage in fetus, anencephaly, other fetus",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6823,O3503X0,"Maternal care for (suspected) central nervous system malformation or damage in fetus, choroid plexus cysts, not applicable or unspecified",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6824,O3503X1,"Maternal care for (suspected) central nervous system malformation or damage in fetus, choroid plexus cysts, fetus 1",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6825,O3503X2,"Maternal care for (suspected) central nervous system malformation or damage in fetus, choroid plexus cysts, fetus 2",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6826,O3503X3,"Maternal care for (suspected) central nervous system malformation or damage in fetus, choroid plexus cysts, fetus 3",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6827,O3503X4,"Maternal care for (suspected) central nervous system malformation or damage in fetus, choroid plexus cysts, fetus 4",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6828,O3503X5,"Maternal care for (suspected) central nervous system malformation or damage in fetus, choroid plexus cysts, fetus 5",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6829,O3503X9,"Maternal care for (suspected) central nervous system malformation or damage in fetus, choroid plexus cysts, other fetus",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6830,O3504X0,"Maternal care for (suspected) central nervous system malformation or damage in fetus, encephalocele, not applicable or unspecified",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6831,O3504X1,"Maternal care for (suspected) central nervous system malformation or damage in fetus, encephalocele, fetus 1",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6832,O3504X2,"Maternal care for (suspected) central nervous system malformation or damage in fetus, encephalocele, fetus 2",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6833,O3504X3,"Maternal care for (suspected) central nervous system malformation or damage in fetus, encephalocele, fetus 3",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6834,O3504X4,"Maternal care for (suspected) central nervous system malformation or damage in fetus, encephalocele, fetus 4",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6835,O3504X5,"Maternal care for (suspected) central nervous system malformation or damage in fetus, encephalocele, fetus 5",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6836,O3504X9,"Maternal care for (suspected) central nervous system malformation or damage in fetus, encephalocele, other fetus",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6837,O3505X0,"Maternal care for (suspected) central nervous system malformation or damage in fetus, holoprosencephaly, not applicable or unspecified",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6838,O3505X1,"Maternal care for (suspected) central nervous system malformation or damage in fetus, holoprosencephaly, fetus 1",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6839,O3505X2,"Maternal care for (suspected) central nervous system malformation or damage in fetus, holoprosencephaly, fetus 2",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6840,O3505X3,"Maternal care for (suspected) central nervous system malformation or damage in fetus, holoprosencephaly, fetus 3",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6841,O3505X4,"Maternal care for (suspected) central nervous system malformation or damage in fetus, holoprosencephaly, fetus 4",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6842,O3505X5,"Maternal care for (suspected) central nervous system malformation or damage in fetus, holoprosencephaly, fetus 5",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6843,O3505X9,"Maternal care for (suspected) central nervous system malformation or damage in fetus, holoprosencephaly, other fetus",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6844,O3506X0,"Maternal care for (suspected) central nervous system malformation or damage in fetus, hydrocephaly, not applicable or unspecified",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6845,O3506X1,"Maternal care for (suspected) central nervous system malformation or damage in fetus, hydrocephaly, fetus 1",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6846,O3506X2,"Maternal care for (suspected) central nervous system malformation or damage in fetus, hydrocephaly, fetus 2",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6847,O3506X3,"Maternal care for (suspected) central nervous system malformation or damage in fetus, hydrocephaly, fetus 3",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6848,O3506X4,"Maternal care for (suspected) central nervous system malformation or damage in fetus, hydrocephaly, fetus 4",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6849,O3506X5,"Maternal care for (suspected) central nervous system malformation or damage in fetus, hydrocephaly, fetus 5",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6850,O3506X9,"Maternal care for (suspected) central nervous system malformation or damage in fetus, hydrocephaly, other fetus",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6851,O3507X0,"Maternal care for (suspected) central nervous system malformation or damage in fetus, microcephaly, not applicable or unspecified",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,211.0,,,
6852,O3507X1,"Maternal care for (suspected) central nervous system malformation or damage in fetus, microcephaly, fetus 1",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6853,O3507X2,"Maternal care for (suspected) central nervous system malformation or damage in fetus, microcephaly, fetus 2",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6854,O3507X3,"Maternal care for (suspected) central nervous system malformation or damage in fetus, microcephaly, fetus 3",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6855,O3507X4,"Maternal care for (suspected) central nervous system malformation or damage in fetus, microcephaly, fetus 4",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
6856,O3507X5,"Maternal care for (suspected) central nervous system malformation or damage in fetus, microcephaly, fetus 5",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,211,,
