obs,icd10,icd10_label,valid_fy,valid_fy,mce_age_condition,mce_sex_condition,mce_age_condition,mce_sex_condition,mce_age_condition,mce_sex_condition,cc_age_split,cc_sex_split,cc,second_cc,third_cc,footnote
6265,O30202,"Quadruplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, second trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6266,O30203,"Quadruplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, third trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6267,O30209,"Quadruplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, unspecified trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6268,O30211,"Quadruplet pregnancy with two or more monochorionic fetuses, first trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6269,O30212,"Quadruplet pregnancy with two or more monochorionic fetuses, second trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6270,O30213,"Quadruplet pregnancy with two or more monochorionic fetuses, third trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6271,O30219,"Quadruplet pregnancy with two or more monochorionic fetuses, unspecified trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6272,O30221,"Quadruplet pregnancy with two or more monoamniotic fetuses, first trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6273,O30222,"Quadruplet pregnancy with two or more monoamniotic fetuses, second trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6274,O30223,"Quadruplet pregnancy with two or more monoamniotic fetuses, third trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6275,O30229,"Quadruplet pregnancy with two or more monoamniotic fetuses, unspecified trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6276,O30231,"Quadruplet pregnancy, quadrachorionic/quadra-amniotic, first trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6277,O30232,"Quadruplet pregnancy, quadrachorionic/quadra-amniotic, second trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6278,O30233,"Quadruplet pregnancy, quadrachorionic/quadra-amniotic, third trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6279,O30239,"Quadruplet pregnancy, quadrachorionic/quadra-amniotic, unspecified trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6280,O30291,"Quadruplet pregnancy, unable to determine number of placenta and number of amniotic sacs, first trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6281,O30292,"Quadruplet pregnancy, unable to determine number of placenta and number of amniotic sacs, second trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6282,O30293,"Quadruplet pregnancy, unable to determine number of placenta and number of amniotic sacs, third trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6283,O30299,"Quadruplet pregnancy, unable to determine number of placenta and number of amniotic sacs, unspecified trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6284,O30801,"Other specified multiple gestation, unspecified number of placenta and unspecified number of amniotic sacs, first trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6285,O30802,"Other specified multiple gestation, unspecified number of placenta and unspecified number of amniotic sacs, second trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6286,O30803,"Other specified multiple gestation, unspecified number of placenta and unspecified number of amniotic sacs, third trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6287,O30809,"Other specified multiple gestation, unspecified number of placenta and unspecified number of amniotic sacs, unspecified trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6288,O30811,"Other specified multiple gestation with two or more monochorionic fetuses, first trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6289,O30812,"Other specified multiple gestation with two or more monochorionic fetuses, second trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6290,O30813,"Other specified multiple gestation with two or more monochorionic fetuses, third trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6291,O30819,"Other specified multiple gestation with two or more monochorionic fetuses, unspecified trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6292,O30821,"Other specified multiple gestation with two or more monoamniotic fetuses, first trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6293,O30822,"Other specified multiple gestation with two or more monoamniotic fetuses, second trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6294,O30823,"Other specified multiple gestation with two or more monoamniotic fetuses, third trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6295,O30829,"Other specified multiple gestation with two or more monoamniotic fetuses, unspecified trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6296,O30831,"Other specified multiple gestation, number of chorions and amnions are both equal to the number of fetuses, first trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6297,O30832,"Other specified multiple gestation, number of chorions and amnions are both equal to the number of fetuses, second trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6298,O30833,"Other specified multiple gestation, number of chorions and amnions are both equal to the number of fetuses, third trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6299,O30839,"Other specified multiple gestation, number of chorions and amnions are both equal to the number of fetuses, unspecified trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6300,O30891,"Other specified multiple gestation, unable to determine number of placenta and number of amniotic sacs, first trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6301,O30892,"Other specified multiple gestation, unable to determine number of placenta and number of amniotic sacs, second trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6302,O30893,"Other specified multiple gestation, unable to determine number of placenta and number of amniotic sacs, third trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6303,O30899,"Other specified multiple gestation, unable to determine number of placenta and number of amniotic sacs, unspecified trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6304,O3090,"Multiple gestation, unspecified, unspecified trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6305,O3091,"Multiple gestation, unspecified, first trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6306,O3092,"Multiple gestation, unspecified, second trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6307,O3093,"Multiple gestation, unspecified, third trimester",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6308,O3100X0,"Papyraceous fetus, unspecified trimester, not applicable or unspecified",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,212.0,,,
6309,O3100X1,"Papyraceous fetus, unspecified trimester, fetus 1",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,212,,
6310,O3100X2,"Papyraceous fetus, unspecified trimester, fetus 2",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,212,,
6311,O3100X3,"Papyraceous fetus, unspecified trimester, fetus 3",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,212,,
6312,O3100X4,"Papyraceous fetus, unspecified trimester, fetus 4",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,212,,
6313,O3100X5,"Papyraceous fetus, unspecified trimester, fetus 5",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,212,,
6314,O3100X9,"Papyraceous fetus, unspecified trimester, other fetus",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,212,,
6315,O3101X0,"Papyraceous fetus, first trimester, not applicable or unspecified",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,212.0,,,
6316,O3101X1,"Papyraceous fetus, first trimester, fetus 1",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,212,,
6317,O3101X2,"Papyraceous fetus, first trimester, fetus 2",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,212,,
6318,O3101X3,"Papyraceous fetus, first trimester, fetus 3",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,212,,
6319,O3101X4,"Papyraceous fetus, first trimester, fetus 4",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,212,,
6320,O3101X5,"Papyraceous fetus, first trimester, fetus 5",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,212,,
6321,O3101X9,"Papyraceous fetus, first trimester, other fetus",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,212,,
6322,O3102X0,"Papyraceous fetus, second trimester, not applicable or unspecified",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,212.0,,,
6323,O3102X1,"Papyraceous fetus, second trimester, fetus 1",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,212,,
6324,O3102X2,"Papyraceous fetus, second trimester, fetus 2",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,212,,
6325,O3102X3,"Papyraceous fetus, second trimester, fetus 3",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,212,,
6326,O3102X4,"Papyraceous fetus, second trimester, fetus 4",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,212,,
6327,O3102X5,"Papyraceous fetus, second trimester, fetus 5",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,212,,
6328,O3102X9,"Papyraceous fetus, second trimester, other fetus",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,212,,
6329,O3103X0,"Papyraceous fetus, third trimester, not applicable or unspecified",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,212.0,,,
6330,O3103X1,"Papyraceous fetus, third trimester, fetus 1",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,212,,
6331,O3103X2,"Papyraceous fetus, third trimester, fetus 2",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,212,,
6332,O3103X3,"Papyraceous fetus, third trimester, fetus 3",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,212,,
6333,O3103X4,"Papyraceous fetus, third trimester, fetus 4",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,212,,
6334,O3103X5,"Papyraceous fetus, third trimester, fetus 5",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,212,,
6335,O3103X9,"Papyraceous fetus, third trimester, other fetus",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,212,,
6336,O3110X0,"Continuing pregnancy after spontaneous abortion of one fetus or more, unspecified trimester, not applicable or unspecified",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,2
6337,O3110X1,"Continuing pregnancy after spontaneous abortion of one fetus or more, unspecified trimester, fetus 1",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,2
6338,O3110X2,"Continuing pregnancy after spontaneous abortion of one fetus or more, unspecified trimester, fetus 2",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,2
6339,O3110X3,"Continuing pregnancy after spontaneous abortion of one fetus or more, unspecified trimester, fetus 3",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,2
6340,O3110X4,"Continuing pregnancy after spontaneous abortion of one fetus or more, unspecified trimester, fetus 4",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,2
6341,O3110X5,"Continuing pregnancy after spontaneous abortion of one fetus or more, unspecified trimester, fetus 5",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,2
6342,O3110X9,"Continuing pregnancy after spontaneous abortion of one fetus or more, unspecified trimester, other fetus",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,2
6343,O3111X0,"Continuing pregnancy after spontaneous abortion of one fetus or more, first trimester, not applicable or unspecified",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,2
6344,O3111X1,"Continuing pregnancy after spontaneous abortion of one fetus or more, first trimester, fetus 1",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,2
6345,O3111X2,"Continuing pregnancy after spontaneous abortion of one fetus or more, first trimester, fetus 2",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,2
6346,O3111X3,"Continuing pregnancy after spontaneous abortion of one fetus or more, first trimester, fetus 3",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,2
6347,O3111X4,"Continuing pregnancy after spontaneous abortion of one fetus or more, first trimester, fetus 4",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,2
6348,O3111X5,"Continuing pregnancy after spontaneous abortion of one fetus or more, first trimester, fetus 5",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,2
6349,O3111X9,"Continuing pregnancy after spontaneous abortion of one fetus or more, first trimester, other fetus",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,2
6350,O3112X0,"Continuing pregnancy after spontaneous abortion of one fetus or more, second trimester, not applicable or unspecified",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,2
6351,O3112X1,"Continuing pregnancy after spontaneous abortion of one fetus or more, second trimester, fetus 1",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,2
6352,O3112X2,"Continuing pregnancy after spontaneous abortion of one fetus or more, second trimester, fetus 2",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,2
6353,O3112X3,"Continuing pregnancy after spontaneous abortion of one fetus or more, second trimester, fetus 3",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,2
6354,O3112X4,"Continuing pregnancy after spontaneous abortion of one fetus or more, second trimester, fetus 4",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,2
6355,O3112X5,"Continuing pregnancy after spontaneous abortion of one fetus or more, second trimester, fetus 5",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,2
6356,O3112X9,"Continuing pregnancy after spontaneous abortion of one fetus or more, second trimester, other fetus",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,2
6357,O3113X0,"Continuing pregnancy after spontaneous abortion of one fetus or more, third trimester, not applicable or unspecified",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,2
6358,O3113X1,"Continuing pregnancy after spontaneous abortion of one fetus or more, third trimester, fetus 1",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,2
6359,O3113X2,"Continuing pregnancy after spontaneous abortion of one fetus or more, third trimester, fetus 2",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,2
6360,O3113X3,"Continuing pregnancy after spontaneous abortion of one fetus or more, third trimester, fetus 3",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,2
6361,O3113X4,"Continuing pregnancy after spontaneous abortion of one fetus or more, third trimester, fetus 4",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,2
6362,O3113X5,"Continuing pregnancy after spontaneous abortion of one fetus or more, third trimester, fetus 5",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,2
6363,O3113X9,"Continuing pregnancy after spontaneous abortion of one fetus or more, third trimester, other fetus",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,2
6364,O3120X0,"Continuing pregnancy after intrauterine death of one fetus or more, unspecified trimester, not applicable or unspecified",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6365,O3120X1,"Continuing pregnancy after intrauterine death of one fetus or more, unspecified trimester, fetus 1",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6366,O3120X2,"Continuing pregnancy after intrauterine death of one fetus or more, unspecified trimester, fetus 2",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6367,O3120X3,"Continuing pregnancy after intrauterine death of one fetus or more, unspecified trimester, fetus 3",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6368,O3120X4,"Continuing pregnancy after intrauterine death of one fetus or more, unspecified trimester, fetus 4",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6369,O3120X5,"Continuing pregnancy after intrauterine death of one fetus or more, unspecified trimester, fetus 5",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6370,O3120X9,"Continuing pregnancy after intrauterine death of one fetus or more, unspecified trimester, other fetus",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6371,O3121X0,"Continuing pregnancy after intrauterine death of one fetus or more, first trimester, not applicable or unspecified",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6372,O3121X1,"Continuing pregnancy after intrauterine death of one fetus or more, first trimester, fetus 1",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6373,O3121X2,"Continuing pregnancy after intrauterine death of one fetus or more, first trimester, fetus 2",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6374,O3121X3,"Continuing pregnancy after intrauterine death of one fetus or more, first trimester, fetus 3",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6375,O3121X4,"Continuing pregnancy after intrauterine death of one fetus or more, first trimester, fetus 4",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6376,O3121X5,"Continuing pregnancy after intrauterine death of one fetus or more, first trimester, fetus 5",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6377,O3121X9,"Continuing pregnancy after intrauterine death of one fetus or more, first trimester, other fetus",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6378,O3122X0,"Continuing pregnancy after intrauterine death of one fetus or more, second trimester, not applicable or unspecified",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6379,O3122X1,"Continuing pregnancy after intrauterine death of one fetus or more, second trimester, fetus 1",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6380,O3122X2,"Continuing pregnancy after intrauterine death of one fetus or more, second trimester, fetus 2",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6381,O3122X3,"Continuing pregnancy after intrauterine death of one fetus or more, second trimester, fetus 3",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6382,O3122X4,"Continuing pregnancy after intrauterine death of one fetus or more, second trimester, fetus 4",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6383,O3122X5,"Continuing pregnancy after intrauterine death of one fetus or more, second trimester, fetus 5",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6384,O3122X9,"Continuing pregnancy after intrauterine death of one fetus or more, second trimester, other fetus",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6385,O3123X0,"Continuing pregnancy after intrauterine death of one fetus or more, third trimester, not applicable or unspecified",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6386,O3123X1,"Continuing pregnancy after intrauterine death of one fetus or more, third trimester, fetus 1",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6387,O3123X2,"Continuing pregnancy after intrauterine death of one fetus or more, third trimester, fetus 2",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6388,O3123X3,"Continuing pregnancy after intrauterine death of one fetus or more, third trimester, fetus 3",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6389,O3123X4,"Continuing pregnancy after intrauterine death of one fetus or more, third trimester, fetus 4",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6390,O3123X5,"Continuing pregnancy after intrauterine death of one fetus or more, third trimester, fetus 5",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6391,O3123X9,"Continuing pregnancy after intrauterine death of one fetus or more, third trimester, other fetus",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6392,O3130X0,"Continuing pregnancy after elective fetal reduction of one fetus or more, unspecified trimester, not applicable or unspecified",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6393,O3130X1,"Continuing pregnancy after elective fetal reduction of one fetus or more, unspecified trimester, fetus 1",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6394,O3130X2,"Continuing pregnancy after elective fetal reduction of one fetus or more, unspecified trimester, fetus 2",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6395,O3130X3,"Continuing pregnancy after elective fetal reduction of one fetus or more, unspecified trimester, fetus 3",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6396,O3130X4,"Continuing pregnancy after elective fetal reduction of one fetus or more, unspecified trimester, fetus 4",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6397,O3130X5,"Continuing pregnancy after elective fetal reduction of one fetus or more, unspecified trimester, fetus 5",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6398,O3130X9,"Continuing pregnancy after elective fetal reduction of one fetus or more, unspecified trimester, other fetus",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6399,O3131X0,"Continuing pregnancy after elective fetal reduction of one fetus or more, first trimester, not applicable or unspecified",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6400,O3131X1,"Continuing pregnancy after elective fetal reduction of one fetus or more, first trimester, fetus 1",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6401,O3131X2,"Continuing pregnancy after elective fetal reduction of one fetus or more, first trimester, fetus 2",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6402,O3131X3,"Continuing pregnancy after elective fetal reduction of one fetus or more, first trimester, fetus 3",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6403,O3131X4,"Continuing pregnancy after elective fetal reduction of one fetus or more, first trimester, fetus 4",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6404,O3131X5,"Continuing pregnancy after elective fetal reduction of one fetus or more, first trimester, fetus 5",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6405,O3131X9,"Continuing pregnancy after elective fetal reduction of one fetus or more, first trimester, other fetus",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6406,O3132X0,"Continuing pregnancy after elective fetal reduction of one fetus or more, second trimester, not applicable or unspecified",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6407,O3132X1,"Continuing pregnancy after elective fetal reduction of one fetus or more, second trimester, fetus 1",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6408,O3132X2,"Continuing pregnancy after elective fetal reduction of one fetus or more, second trimester, fetus 2",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6409,O3132X3,"Continuing pregnancy after elective fetal reduction of one fetus or more, second trimester, fetus 3",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6410,O3132X4,"Continuing pregnancy after elective fetal reduction of one fetus or more, second trimester, fetus 4",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
6411,O3132X5,"Continuing pregnancy after elective fetal reduction of one fetus or more, second trimester, fetus 5",Y,Y,9 <= age <= 64,female,9 <= age <= 64,female,9 <= age <= 64,female,,,210.0,,,
